Pic_id,MetaphorOccurrence,TargetCategory,SourceCategory,MetaphoricalSenseCategory,SentimentCategory,,
3122,0,,,,1,,
3123,1,10,10,3,1,,
3124,1,11,9,8,0,,
3125,1,10,10,1,-1,,
3126,1,3,12,1,1,,
3127,0,,,,1,,
3128,0,,,,-1,,
3129,1,12,12,5,0,,
3130,0,,,,0,,
3131,1,5,11,5,1,,
3132,1,11,11,5,0,,
3133,1,12,12,7,0,,
3134,0,,,,1,,
3135,1,12,12,5,1,,
3136,0,,,3,0,,
3137,0,,,,0,,
3138,1,12,3,8,1,,
3139,1,11,8,5,-1,,
3140,0,,,6,-1,,
3141,0,,,,1,,
3142,1,12,8,8,1,,
3143,1,12,12,5,1,,
3144,0,,,,0,,
3145,0,,,,1,,
3146,1,12,11,7,1,,
3147,0,,,,1,,
3148,0,,,,1,,
3149,1,12,12,5,1,,
3150,0,,,,0,,
3151,1,12,11,8,1,,
3152,1,12,12,5,1,,
3153,0,,,,0,,
3154,1,12,12,7,0,,
3155,0,,,,1,,
3156,0,,,,0,,
3157,0,,,6,-1,,
3158,0,,,,1,,
3159,0,,,,0,,
3160,1,12,12,5,-1,,
3161,1,11,12,5,1,,
3162,0,,,,1,,
3163,1,7,11,6,1,,
3164,1,12,12,3,1,,
3165,1,12,12,5,1,,
3166,0,,,,0,,
3167,0,,,,0,,
3168,0,,,,1,,
3169,0,,,,0,,
3170,0,,,,0,,
3171,1,8,12,8,-1,,
3172,1,5,12,3,1,,
3173,1,12,12,5,-1,,
3174,0,,,,1,,
3175,0,,,,1,,
3176,1,5,12,2,0,,
3177,1,12,12,8,1,,
3178,0,,,5,1,,
3179,1,9,3,8,-1,,
3180,0,,,,0,,
3181,0,,,,1,,
3182,1,4,3,8,-1,,
3183,0,,,6,-1,,
3184,0,,,,1,,
3185,1,12,12,7,0,,
3186,0,,,8,-1,,
3187,1,12,12,3,1,,
3188,0,,,8,-1,,
3189,1,12,12,8,1,,
3190,1,11,12,1,-1,,
3191,0,,,,1,,
3192,0,,,,1,,
3193,0,,,,1,,
3194,0,,,,1,,
3195,0,,,,1,,
3196,0,,,,-1,,
3197,1,10,11,5,-1,,
3198,0,,,,1,,
3199,1,6,11,,0,,
3200,1,10,11,1,1,,
3201,0,,,8,0,,
3202,0,,,,1,,
3203,1,12,11,5,0,,
3204,0,9,12,7,1,,
3205,1,3,11,8,0,,
3206,0,,,5,1,,
3207,0,,,,0,,
3208,1,12,11,3,1,,
3209,1,12,10,5,-1,,
3210,1,5,11,5,1,,
3211,1,2,2,5,-1,,
3212,1,9,12,8,-1,,
3213,1,11,12,3,1,,
3214,0,,,,1,,
3215,1,12,11,8,0,,
3216,0,,,,1,,
3217,1,12,12,5,0,,
3218,0,,,,1,,
3219,0,,,,-1,,
3220,0,,,,1,,
3221,0,,,,-1,,
3222,0,,,,1,,
3223,1,3,12,5,1,,
3224,0,,,,0,,
3225,0,,,,1,,
3226,1,7,10,5,1,,
3227,0,,,,1,,
3228,0,,,,0,,
3229,0,,,,0,,
3230,0,,,,1,,
3231,1,12,12,5,-1,,
3232,0,,,,1,,
3233,0,,,,-1,,
3234,1,11,12,5,1,,
3235,1,7,12,5,-1,,
3236,1,7,3,5,-1,,
3237,1,3,8,8,-1,,
3238,1,9,3,8,1,,
3239,1,7,11,6,-1,,
3240,1,12,12,8,1,,
3241,0,,,,1,,
3242,0,,,,0,,
3243,1,12,7,8,1,,
3244,0,,,,1,,
3245,0,,,,0,,
3246,1,12,12,5,0,,
3247,0,,,,0,,
3248,1,12,9,5,1,,
3249,0,,,8,1,,
3250,1,12,3,5,-1,,
3251,0,,,,1,,
3252,1,7,12,5,0,,
3253,1,4,12,8,1,,
3254,0,,,,0,,
3255,1,11,11,5,1,,
3256,1,11,12,5,-1,,
3257,1,12,10,5,0,,
3258,1,12,12,5,1,,
3259,0,,,,1,,
3260,0,,,8,0,,
3261,1,5,4,8,-1,,
3262,1,10,10,1,-1,,
3263,0,,,,0,,
3264,1,12,6,5,-1,,
3265,1,9,12,8,-1,,
3266,0,,,,0,,
3267,0,,,,1,,
3268,1,12,12,5,1,,
3269,0,,,,0,,
3270,1,11,12,8,-1,,
3271,1,12,2,5,1,,
3272,1,12,6,5,1,,
3273,1,12,11,8,-1,,
3274,0,,,8,-1,,
3275,1,7,11,5,1,,
3276,1,9,3,8,1,,
3277,1,6,12,5,0,,
3278,1,10,10,1,1,,
3279,0,,,3,0,,
3280,1,5,7,8,-1,,
3281,0,,,8,-1,,
3282,0,,,,1,,
3283,1,5,3,5,-1,,
3284,1,2,10,5,0,,
3285,0,,,,1,,
3286,1,12,12,5,0,,
3287,0,,,,1,,
3288,0,,,,1,,
3289,1,12,12,8,-1,,
3290,1,11,12,3,-1,,
3291,1,5,4,8,-1,,
3292,1,4,11,5,1,,
3293,0,,,,0,,
3294,0,,,,0,,
3295,0,,,,1,,
3296,1,12,12,3,-1,,
3297,0,,,,1,,
3298,1,12,12,5,0,,
3299,1,11,12,3,1,,
3300,0,,,,1,,
3301,1,12,12,5,-1,,
3302,1,9,12,8,-1,,
3303,1,12,10,5,1,,
3304,1,3,12,8,-1,,
3305,1,3,11,5,1,,
3306,0,,,,-1,,
3307,1,11,12,5,1,,
3308,1,11,12,5,0,,
3309,0,,,3,1,,
3310,1,12,12,5,1,,
3311,0,,,,0,,
3312,0,,,,1,,
3313,1,9,9,8,-1,,
3314,0,,,,1,,
3315,0,,,,1,,
3316,1,12,12,8,-1,,
3317,0,,,,1,,
3318,0,,,7,0,,
3319,0,,,,0,,
3320,1,5,11,5,1,,
3321,1,9,11,8,-1,,
3322,1,12,7,5,-1,,
3323,1,10,6,5,-1,,
3324,1,8,11,8,-1,,
3325,1,12,2,5,0,,
3326,1,10,11,8,1,,
3327,1,12,11,5,1,,
3328,0,,,,1,,
3329,1,12,12,3,-1,,
3330,0,,,,1,,
3331,0,,,,1,,
3332,0,,,,1,,
3333,1,4,4,5,1,,
3334,0,,,,1,,
3335,0,,,,1,,
3336,0,,,,0,,
3337,1,11,12,8,1,,
3338,1,11,12,5,0,,
3339,1,10,10,1,-1,,
3340,1,5,12,8,0,,
3341,1,11,12,5,1,,
3342,1,12,7,5,-1,,
3343,1,12,11,3,1,,
3344,0,,,3,1,,
3345,0,,,,1,,
3346,1,12,12,5,-1,,
3347,1,5,7,8,1,,
3348,0,,,8,1,,
3349,1,10,10,1,-1,,
3350,0,,,,1,,
3351,0,,,,0,,
3352,0,,,,0,,
3353,1,12,10,8,-1,,
3354,1,7,5,5,-1,,
3355,0,,,3,1,,
3356,0,,,,0,,
3357,1,4,11,3,1,,
3358,0,,,,0,,
3359,0,,,,0,,
3360,1,7,11,8,-1,,
3361,1,11,7,5,1,,
3362,1,12,11,8,1,,
3363,1,11,3,8,1,,
3364,1,12,11,5,1,,
3365,0,,,,1,,
3366,1,11,12,5,1,,
3367,1,8,5,5,-1,,
3368,1,12,11,2,1,,
3369,0,,,2,1,,
3370,0,,,,1,,
3371,1,9,12,8,0,,
3372,0,,,,1,,
3373,0,,,,1,,
3374,1,12,6,3,1,,
3375,1,7,12,5,0,,
3376,1,11,12,3,1,,
3377,1,12,12,8,-1,,
3378,0,,,3,-1,,
3379,1,8,5,8,0,,
3380,1,11,3,8,-1,,
3381,1,3,12,5,-1,,
3382,1,6,4,7,1,,
3383,0,,,,1,,
3384,0,,,,1,,
3385,1,10,10,1,0,,
3386,0,,,7,1,,
3387,0,,,,1,,
3388,0,,,,0,,
3389,0,,,,1,,
3390,1,3,12,5,1,,
3391,1,11,12,8,0,,
3392,1,12,2,5,1,,
3393,0,,,,0,,
3394,1,12,5,5,0,,
3395,1,9,12,8,-1,,
3396,1,3,12,5,0,,
3397,0,,,3,1,,
3398,1,11,12,5,1,,
3399,0,,,,1,,
3400,0,,,,0,,
3401,1,11,12,5,1,,
3402,1,9,3,8,1,,
3403,0,,,,0,,
3404,0,,,,1,,
3405,0,,,,0,,
3406,1,10,4,5,0,,
3407,0,,,,0,,
3408,1,12,3,8,0,,
3409,1,12,12,8,1,,
3410,1,12,9,8,1,,
3411,1,12,12,5,1,,
3412,1,11,3,8,-1,,
3413,1,12,12,3,-1,,
3414,1,12,11,7,1,,
3415,0,,,3,1,,
3416,0,,,,1,,
3417,1,7,6,5,0,,
3418,0,,,,1,,
3419,1,12,12,5,1,,
3420,1,11,12,5,1,,
3421,1,7,4,7,-1,,
3422,0,,,8,0,,
3423,1,7,11,5,1,,
3424,0,,,,1,,
3425,1,12,12,5,1,,
3426,1,12,12,5,0,,
3427,0,,,,1,,
3428,1,11,11,2,0,,
3429,1,6,12,3,1,,
3430,1,12,9,8,1,,
3431,1,12,12,3,-1,,
3432,0,,,,0,,
3433,1,11,11,3,1,,
3434,0,,,,1,,
3435,0,,,,0,,
3436,1,11,4,7,-1,,
3437,0,,,,-1,,
3438,1,11,12,3,1,,
3439,1,8,8,8,0,,
3440,1,12,12,5,1,,
3441,1,12,11,8,1,,
3442,1,12,12,5,0,,
3443,1,11,10,5,1,,
3444,0,,,,0,,
3445,1,12,3,6,-1,,
3446,0,,,,0,,
3447,1,12,12,5,0,,
3448,0,,,,0,,
3449,1,12,6,3,1,,
3450,1,9,3,8,1,,
3451,1,8,12,8,1,,
3452,1,7,12,7,1,,
3453,1,12,8,3,-1,,
3454,1,12,11,5,-1,,
3455,1,12,12,3,1,,
3456,1,6,12,2,1,,
3457,0,,,,0,,
3458,0,,,,1,,
3459,0,,,,0,,
3460,1,12,2,5,1,,
3461,1,12,11,5,0,,
3462,1,12,11,5,1,,
3463,1,12,6,8,0,,
3464,1,11,10,3,1,,
3465,0,,,,-1,,
3466,1,7,7,7,0,,
3467,1,11,8,8,-1,,
3468,1,12,12,7,0,,
3469,1,11,8,8,1,,
3470,1,12,7,7,1,,
3471,0,,,,-1,,
3472,0,,,,1,,
3473,1,6,5,3,1,,
3474,1,12,9,3,-1,,
3475,0,,,,0,,
3476,1,,,,0,,
3477,1,9,12,8,-1,,
3478,1,11,11,3,-1,,
3479,1,10,7,5,0,,
3480,0,,,,0,,
3481,0,,,,1,,
3482,0,,,,1,,
3483,1,12,12,5,1,,
3484,1,12,5,7,0,,
3485,1,9,11,8,-1,,
3486,1,9,7,8,1,,
3487,1,9,3,8,1,,
3488,1,12,12,5,-1,,
3489,1,9,3,8,-1,,
3490,1,11,12,5,0,,
3491,1,8,12,5,1,,
3492,0,11,11,2,1,,
3493,1,11,6,8,1,,
3494,1,11,3,3,1,,
3495,1,11,5,5,-1,,
3496,0,,,,0,,
3497,0,,,,1,,
3498,1,12,9,7,1,,
3499,1,12,4,8,1,,
3500,1,12,12,5,0,,
3501,0,,,,1,,
3502,1,7,7,8,1,,
3503,1,11,10,5,1,,
3504,0,,,,0,,
3505,0,,,,0,,
3506,0,,,,0,,
3507,1,11,12,5,1,,
3508,1,12,12,5,1,,
3509,0,,,,1,,
3510,1,12,2,5,1,,
3511,1,6,9,5,1,,
3512,1,11,6,8,1,,
3513,1,12,12,5,-1,,
3514,1,2,11,5,1,,
3515,1,12,12,5,1,,
3516,1,11,9,7,1,,
3517,1,11,12,5,1,,
3518,0,,,3,1,,
3519,1,12,12,3,0,,
3520,0,,,,-1,,
3521,1,12,9,5,1,,
3522,1,8,4,8,1,,
3523,0,,,5,0,,
3524,0,,,8,1,,
3525,1,5,11,5,1,,
3526,1,8,8,8,1,,
3527,0,,,7,-1,,
3528,0,11,11,2,1,,
3529,1,12,12,3,0,,
3530,0,,,,1,,
3531,0,,,,1,,
3532,0,,,,1,,
3533,0,,,,1,,
3534,1,12,12,5,-1,,
3535,0,,,7,-1,,
3536,1,6,11,5,1,,
3537,1,9,9,8,1,,
3538,0,,,,0,,
3539,1,12,12,5,-1,,
3540,1,12,11,2,0,,
3541,1,4,9,8,-1,,
3542,0,,,,1,,
3543,1,12,12,8,0,,
3544,1,9,3,8,1,,
3545,0,,,8,1,,
3546,0,,,,1,,
3547,1,7,12,7,1,,
3548,1,11,12,8,1,,
3549,1,9,11,8,1,,
3550,1,10,12,6,-1,,
3551,0,,,,-1,,
3552,0,,,,1,,
3553,1,11,9,5,-1,,
3554,0,,,8,0,,
3555,1,12,11,3,1,,
3556,1,11,3,8,-1,,
3557,1,7,11,8,-1,,
3558,0,,,,1,,
3559,1,6,12,5,1,,
3560,1,11,12,8,0,,
3561,0,,,,1,,
3562,1,12,12,5,1,,
3563,1,9,9,8,1,,
3564,0,,,,1,,
3565,1,9,12,8,-1,,
3566,1,12,12,5,1,,
3567,1,12,12,5,1,,
3568,1,6,11,5,0,,
3569,1,7,12,5,0,,
3570,1,6,12,8,1,,
3571,0,,,,0,,
3572,0,,,,0,,
3573,0,,,,1,,
3574,1,12,12,5,1,,
3575,1,12,8,3,0,,
3576,0,,,,0,,
3577,0,,,,-1,,
3578,0,,,,0,,
3579,1,12,12,5,0,,
3580,1,12,11,2,1,,
3581,0,,,,1,,
3582,1,12,11,5,1,,
3583,1,12,10,8,0,,
3584,0,,,,1,,
3585,1,11,11,7,1,,
3586,0,,,,1,,
3587,1,12,11,3,1,,
3588,0,,,,1,,
3589,1,12,11,8,1,,
3590,0,,,,1,,
3591,1,11,11,3,1,,
3592,1,12,4,7,1,,
3593,0,,,,1,,
3594,0,,,5,1,,
3595,1,11,11,5,1,,
3596,1,11,5,3,1,,
3597,1,3,4,5,1,,
3598,1,3,4,2,1,,
3599,0,,,,1,,
3600,1,11,11,2,1,,
3601,1,9,10,8,-1,,
3602,1,12,12,8,1,,
3603,0,,,,0,,
3604,1,12,7,5,-1,,
3605,0,,,,1,,
3606,1,12,4,8,-1,,
3607,1,9,12,5,0,,
3608,1,12,9,3,1,,
3609,1,12,12,5,0,,
3610,0,,,,1,,
3611,1,12,12,8,-1,,
3612,1,12,12,5,-1,,
3613,1,6,3,8,-1,,
3614,1,11,12,3,0,,
3615,1,3,8,3,-1,,
3616,1,5,12,8,0,,
3617,1,12,12,8,1,,
3618,1,12,5,8,1,,
3619,0,,,,1,,
3620,0,,,,0,,
3621,1,12,12,7,0,,
3622,1,12,11,5,0,,
3623,1,12,12,5,1,,
3624,1,12,12,6,1,,
3625,1,12,12,5,0,,
3626,0,,,,1,,
3627,0,,,,1,,
3628,0,12,6,8,1,,
3629,0,,,,1,,
3630,1,12,12,5,-1,,
3631,0,,,8,0,,
3632,0,,,,-1,,
3633,1,12,12,5,0,,
3634,0,,,,1,,
3635,1,5,6,5,1,,
3636,1,12,11,7,1,,
3637,1,12,11,8,1,,
3638,1,4,12,8,-1,,
3639,1,12,11,3,-1,,
3640,1,11,11,5,1,,
3641,1,11,5,8,1,,
3642,1,12,11,5,1,,
3643,0,,,,1,,
3644,1,10,4,5,1,,
3645,1,6,12,5,1,,
3646,0,,,,0,,
3647,1,11,6,5,1,,
3648,1,12,2,5,0,,
3649,0,,,,1,,
3650,0,,,,1,,
3651,1,11,10,5,1,,
3652,1,4,8,5,-1,,
3653,1,4,8,5,-1,,
3654,1,9,11,8,1,,
3655,1,12,12,5,1,,
3656,0,,,,-1,,
3657,1,6,12,7,0,,
3658,1,6,11,5,0,,
3659,0,,,,1,,
3660,1,12,7,5,0,,
3661,1,12,11,5,-1,,
3662,0,,,,0,,
3663,1,11,12,3,-1,,
3664,0,,,,-1,,
3665,1,11,11,3,1,,
3666,0,,,,0,,
3667,0,,,5,1,,
3668,0,,,7,1,,
3669,0,,,,0,,
3670,1,11,6,3,1,,
3671,0,,,2,1,,
3672,0,,,,1,,
3673,1,12,12,5,-1,,
3674,1,6,12,3,0,,
3675,1,11,12,8,-1,,
3676,1,9,12,8,-1,,
3677,1,12,12,8,1,,
3678,1,10,10,7,1,,
3679,0,,,,1,,
3680,0,,,,0,,
3681,1,11,6,3,1,,
3682,1,12,11,3,-1,,
3683,1,5,12,8,-1,,
3684,1,11,11,5,1,,
3685,0,,,,1,,
3686,1,5,11,5,1,,
3687,1,12,5,8,0,,
3688,1,8,7,8,-1,,
3689,1,11,12,7,1,,
3690,1,12,6,5,-1,,
3691,1,11,12,7,1,,
3692,1,5,3,5,1,,
3693,1,12,7,5,-1,,
3694,1,5,11,7,-1,,
3695,0,,,,0,,
3696,1,12,12,5,1,,
3697,1,12,12,5,-1,,
3698,1,12,11,1,-1,,
3699,0,,,,0,,
3700,1,12,12,5,-1,,
3701,0,,,3,1,,
3702,1,12,3,5,-1,,
3703,1,12,12,5,-1,,
3704,1,3,10,5,1,,
3705,0,,,,0,,
3706,1,11,11,5,1,,
3707,0,,,,0,,
3708,1,10,10,1,-1,,
3709,0,,,,0,,
3710,1,3,3,3,-1,,
3711,0,,,7,-1,,
3712,1,12,11,7,1,,
3713,1,12,12,3,-1,,
3714,1,12,12,5,0,,
3715,1,6,12,3,1,,
3716,0,,,,0,,
3717,1,10,4,8,-1,,
3718,1,12,12,3,-1,,
3719,1,11,12,5,0,,
3720,0,,,,1,,
3721,1,12,6,5,1,,
3722,1,6,12,3,1,,
3723,0,,,,0,,
3724,1,12,11,3,1,,
3725,0,,,7,1,,
3726,1,12,12,5,-1,,
3727,1,11,8,5,-1,,
3728,1,11,12,5,0,,
3729,1,12,12,5,-1,,
3730,1,12,11,5,1,,
3731,1,12,10,5,0,,
3732,0,,,,0,,
3733,1,11,10,5,-1,,
3734,0,,,,0,,
3735,0,,,,1,,
3736,1,12,11,5,0,,
3737,1,6,12,5,1,,
3738,1,12,11,7,0,,
3739,1,12,11,5,1,,
3740,1,6,12,5,1,,
3741,0,,,,0,,
3742,1,12,12,5,0,,
3743,0,,,,1,,
3744,1,12,9,5,-1,,
3745,1,12,11,5,1,,
3746,0,,,,1,,
3747,1,12,6,5,1,,
3748,1,11,11,5,-1,,
3749,1,12,9,5,-1,,
3750,1,12,12,8,0,,
3751,1,12,11,7,-1,,
3752,1,11,11,8,1,,
3753,0,,,,0,,
3754,0,,,,1,,
3755,1,9,12,8,-1,,
3756,1,12,12,5,1,,
3757,1,12,12,8,-1,,
3758,1,5,12,8,0,,
3759,0,,,8,1,,
3760,0,,,2,1,,
3761,1,12,12,5,1,,
3762,1,12,12,3,-1,,
3763,0,,,,1,,
3764,1,12,11,3,-1,,
3765,1,12,10,5,0,,
3766,1,2,11,5,1,,
3767,1,12,11,5,-1,,
3768,0,,,,0,,
3769,1,12,11,3,-1,,
3770,1,11,12,2,1,,
3771,1,12,12,8,1,,
3772,0,,,,1,,
3773,1,3,12,8,1,,
3774,0,,,,1,,
3775,1,9,12,8,1,,
3776,1,12,5,8,-1,,
3777,0,,,2,1,,
3778,0,,,,0,,
3779,1,12,11,5,1,,
3780,1,6,12,5,-1,,
3781,1,12,12,5,-1,,
3782,0,,,8,1,,
3783,1,11,12,8,1,,
3784,0,,,,1,,
3785,1,11,12,5,-1,,
3786,1,11,11,5,1,,
3787,1,12,12,5,1,,
3788,0,,,,0,,
3789,0,,,,1,,
3790,1,12,11,3,-1,,
3791,1,11,12,5,-1,,
3792,1,11,11,2,0,,
3793,1,12,3,8,-1,,
3794,0,,,,1,,
3795,0,,,,1,,
3796,1,7,12,2,-1,,
3797,1,9,3,8,1,,
3798,1,9,12,8,1,,
3799,1,12,12,5,0,,
3800,0,,,,1,,
3801,1,12,12,5,0,,
3802,1,12,12,5,0,,
3803,1,12,7,5,0,,
3804,0,,,,-1,,
3805,1,11,8,5,1,,
3806,1,12,5,8,1,,
3807,1,11,6,5,1,,
3808,0,,,,1,,
3809,1,12,5,5,0,,
3810,0,,,,1,,
3811,1,6,11,5,1,,
3812,0,,,,1,,
3813,1,12,10,5,1,,
3814,1,12,12,,0,,
3815,1,12,12,8,-1,,
3816,1,11,12,5,0,,
3817,1,12,12,5,0,,
3818,1,11,12,2,1,,
3819,1,12,7,3,0,,
3820,1,12,7,8,0,,
3821,0,,,,1,,
3822,0,,,,0,,
3823,1,3,12,5,1,,
3824,0,,,,1,,
3825,0,,,5,1,,
3826,0,,,,1,,
3827,1,12,12,8,-1,,
3828,1,12,2,5,1,,
3829,0,,,,0,,
3830,0,,,,1,,
3831,0,,,,0,,
3832,0,,,,0,,
3833,1,9,12,8,1,,
3834,0,,,,1,,
3835,0,,,,1,,
3836,1,11,12,5,-1,,
3837,1,6,3,5,1,,
3838,0,,,,0,,
3839,0,,,,0,,
3840,1,12,11,8,1,,
3841,0,,,,1,,
3842,0,,,2,1,,
3843,0,,,,0,,
3844,1,12,3,2,1,,
3845,0,,,,1,,
3846,0,,,,1,,
3847,1,12,6,8,1,,
3848,1,2,12,5,-1,,
3849,0,,,,-1,,
3850,1,3,11,5,1,,
3851,0,,,,1,,
3852,1,12,12,5,-1,,
3853,1,12,11,5,1,,
3854,1,12,12,5,0,,
3855,1,12,12,8,-1,,
3856,1,8,8,1,0,,
3857,1,8,12,2,0,,
3858,1,12,5,5,-1,,
3859,0,,,,0,,
3860,1,12,12,5,0,,
3861,0,,,,1,,
3862,1,12,11,8,1,,
3863,0,,,,1,,
3864,1,9,9,8,-1,,
3865,1,12,12,3,-1,,
3866,1,11,12,8,1,,
3867,1,12,12,5,-1,,
3868,0,,,,1,,
3869,0,,,,0,,
3870,0,,,,0,,
3871,0,,,,0,,
3872,1,12,10,7,0,,
3873,0,,,,-1,,
3874,1,11,4,8,-1,,
3875,1,12,11,3,0,,
3876,1,8,11,8,-1,,
3877,0,,,,1,,
3878,1,12,12,8,-1,,
3879,1,9,9,8,-1,,
3880,0,,,,0,,
3881,1,9,10,8,-1,,
3882,0,,,,0,,
3883,1,5,12,5,1,,
3884,1,12,11,5,1,,
3885,0,,,,0,,
3886,0,,,,1,,
3887,0,,,7,1,,
3888,0,,,8,-1,,
3889,1,5,12,8,0,,
3890,0,,,,0,,
3891,1,9,10,8,-1,,
3892,0,,,6,1,,
3893,0,,,,1,,
3894,1,6,11,5,1,,
3895,1,12,12,8,-1,,
3896,1,12,12,8,-1,,
3897,1,12,7,7,0,,
3898,1,11,11,5,0,,
3899,1,10,7,7,0,,
3900,0,,,,1,,
3901,1,12,10,5,-1,,
3902,1,3,11,8,-1,,
3903,0,,,,1,,
3904,1,12,13,5,1,,
3905,1,4,4,5,0,,
3906,1,4,10,5,-1,,
3907,1,11,12,7,1,,
3908,1,5,12,7,0,,
3909,0,,,,1,,
3910,1,12,12,8,-1,,
3911,0,,,,1,,
3912,1,12,11,5,-1,,
3913,0,,,,-1,,
3914,0,,,,0,,
3915,0,9,12,8,1,,
3916,0,,,,-1,,
3917,1,12,12,5,0,,
3918,0,,,,1,,
3919,1,12,11,5,1,,
3920,1,4,12,8,0,,
3921,0,,,,1,,
3922,1,7,13,5,1,,
3923,1,11,3,5,-1,,
3924,1,9,12,8,-1,,
3925,0,,,,0,,
3926,0,,,,0,,
3927,1,2,10,5,-1,,
3928,0,,,8,0,,
3929,1,12,11,5,1,,
3930,1,12,12,5,-1,,
3931,1,6,3,3,-1,,
3932,0,,,,-1,,
3933,0,,,,1,,
3934,0,,,,-1,,
3935,1,4,12,8,-1,,
3936,0,,,,1,,
3937,1,11,12,5,-1,,
3938,0,,,,0,,
3939,1,9,12,8,-1,,
3940,1,12,7,7,-1,,
3941,1,12,12,8,-1,,
3942,0,,,,1,,
3943,0,,,,1,,
3944,1,11,10,8,1,,
3945,0,,,,1,,
3946,1,4,10,5,-1,,
3947,0,,,,1,,
3948,1,7,5,8,-1,,
3949,0,,,,1,,
3950,0,,,,0,,
3951,0,,,,1,,
3952,0,,,,0,,
3953,0,,,,1,,
3954,0,,,,1,,
3955,0,,,,1,,
3956,1,12,7,5,1,,
3957,0,,,,1,,
3958,1,12,11,8,1,,
3959,0,,,,0,,
3960,1,4,12,5,1,,
3961,1,10,12,8,1,,
3962,0,,,,0,,
3963,0,,,,0,,
3964,1,12,11,5,1,,
3965,0,,,,1,,
3966,0,,,,1,,
3967,1,9,9,8,1,,
3968,0,,,,1,,
3969,1,12,12,8,1,,
3970,1,11,12,5,-1,,
3971,1,11,6,5,1,,
3972,0,,,,1,,
3973,0,,,,1,,
3974,0,,,,1,,
3975,1,12,11,5,-1,,
3976,1,12,12,5,-1,,
3977,0,,,,-1,,
3978,0,,,,1,,
3979,1,11,12,8,1,,
3980,0,,,,-1,,
3981,0,,,,1,,
3982,0,,,,1,,
3983,1,12,12,5,1,,
3984,0,,,,1,,
3985,0,,,,1,,
3986,0,,,,0,,
3987,0,,,,0,,
3988,0,,,,0,,
3989,1,12,4,5,-1,,
3990,0,,,,1,,
3991,1,5,12,3,-1,,
3992,1,10,11,5,-1,,
3993,0,,,,0,,
3994,1,11,11,5,1,,
3995,0,,,,1,,
3996,1,9,3,8,1,,
3997,0,,,7,-1,,
3998,1,3,12,8,1,,
3999,0,,,,1,,
4000,0,,,5,0,,
4001,1,12,12,5,0,,
4002,1,7,5,7,-1,,
4003,0,,,,1,,
4004,0,,,,-1,,
4005,0,,,,-1,,
4006,0,,,,1,,
4007,1,12,5,7,1,,
4008,1,12,12,8,-1,,
4009,1,12,12,5,-1,,
4010,0,,,,0,,
4011,1,12,10,5,-1,,
4012,0,,,,1,,
4013,0,,,,0,,
4014,1,3,12,8,-1,,
4015,0,,,,0,,
4016,0,,,,0,,
4017,1,7,11,5,0,,
4018,1,12,10,5,-1,,
4019,0,,,,1,,
4020,0,,,,0,,
4021,1,12,11,5,-1,,
4022,0,,,,0,,
4023,0,,,,0,,
4024,0,,,,0,,
4025,0,,,,1,,
4026,0,,,,-1,,
4027,0,,,,0,,
4028,1,5,7,7,1,,
4029,0,,,,1,,
4030,1,11,12,5,-1,,
4031,1,11,12,5,-1,,
4032,0,,,,0,,
4033,0,,,,-1,,
4034,1,11,2,5,1,,
4035,0,,,,0,,
4036,1,2,7,5,1,,
4037,0,,,,1,,
4038,0,,,,1,,
4039,1,12,5,8,0,,
4040,1,12,10,5,0,,
4041,0,,,,-1,,
4042,1,12,8,8,-1,,
4043,0,,,,1,,
4044,1,4,12,8,1,,
4045,0,,,,1,,
4046,0,,,,-1,,
4047,0,,,,1,,
4048,0,,,,0,,
4049,1,12,12,5,0,,
4050,0,,,,0,,
4051,1,7,12,5,-1,,
4052,0,,,,1,,
4053,0,,,,0,,
4054,1,10,3,3,-1,,
4055,0,,,,0,,
4056,0,,,,1,,
4057,1,11,12,5,-1,,
4058,0,,,,1,,
4059,0,,,,1,,
4060,1,9,12,8,-1,,
4061,1,12,12,8,1,,
4062,0,,,,0,,
4063,0,,,,1,,
4064,0,,,,1,,
4065,0,,,,1,,
4066,0,,,,0,,
4067,0,,,,1,,
4068,0,,,5,0,,
4069,0,,,,1,,
4070,0,,,,0,,
4071,0,,,,1,,
4072,0,,,,1,,
4073,0,,,,0,,
4074,1,4,12,5,0,,
4075,1,5,12,7,0,,
4076,1,9,9,8,-1,,
4077,0,,,,0,,
4078,0,,,,0,,
4079,0,,,,1,,
4080,0,,,,-1,,
4081,1,12,12,5,0,,
4082,0,,,,1,,
4083,0,,,,0,,
4084,1,8,1,8,1,,
4085,1,4,3,8,-1,,
4086,0,,,8,0,,
4087,0,,,,0,,
4088,0,,,,0,,
4089,1,11,12,8,1,,
4090,1,12,12,5,0,,
4091,0,,,,0,,
4092,0,,,,0,,
4093,0,,,,1,,
4094,0,,,,1,,
4095,1,12,12,5,-1,,
4096,1,12,5,7,1,,
4097,1,12,12,8,0,,
4098,0,,,,1,,
4099,0,,,,-1,,
4100,1,11,7,5,0,,
4101,1,12,12,5,0,,
4102,0,,,,0,,
4103,1,6,3,5,-1,,
4104,0,,,,-1,,
4105,1,11,12,5,0,,
4106,1,7,9,5,-1,,
4107,0,,,,1,,
4108,0,,,,0,,
4109,0,,,,0,,
4110,0,,,,1,,
4111,0,,,,1,,
4112,1,12,12,5,1,,
4113,0,,,,1,,
4114,0,,,,0,,
4115,0,,,,1,,
4116,1,5,7,7,0,,
4117,0,,,,1,,
